Episode,Episode-Reward,Total-Reward,ActionAVG,Q-Value,LinesCleared
625,42.2,19129.5,3.58,24.57644,0

626,55.6,19185.1,3.96,24.94503,0

627,28.9,19214.0,1.75,24.62995,0

628,13.7,19227.7,1.21,24.04375,0

629,53.9,19281.6,2.67,24.49395,0

630,6.2,19287.8,2.14,23.7696,0

631,29.25,19317.05,2.79,23.72686,0

632,34.0,19351.05,2.78,23.80061,0

633,27.65,19378.7,2.08,23.71489,0

634,24.05,19402.75,2.59,23.56746,0

635,48.8,19451.55,2.62,24.01007,0

636,17.85,19469.4,3.1,23.65673,0

637,53.35,19522.75,2.14,24.36838,0

638,46.65,19569.4,3.37,24.76917,0

639,14.8,19584.2,1.02,24.36315,0

640,54.45,19638.65,2.86,24.94061,0

641,7.7,19646.35,3.72,24.33627,0

642,26.95,19673.3,2.11,24.30103,0

643,32.3,19705.6,3.12,24.39409,0

644,26.35,19731.95,1.92,24.33234,0

645,56.2,19788.15,2.89,24.95611,0

646,42.95,19831.1,2.38,25.14141,0

647,73.6,19904.7,2.24,25.97464,0

648,45.4,19950.1,3.12,25.98589,0

649,54.35,20004.45,2.77,26.19598,0

650,41.6,20046.05,2.15,26.07193,0

651,41.3,20087.35,4.05,25.96904,0

652,44.9,20132.25,1.62,25.9703,0

653,51.2,20183.45,2.75,26.11303,0

654,33.85,20217.3,2.33,25.83327,0

655,26.55,20243.85,1.41,25.4522,0

656,36.45,20280.3,1.32,25.37963,0

657,20.1,20300.4,3.36,24.95551,0

658,42.85,20343.25,2.25,25.13869,0

659,40.65,20383.9,1.91,25.23115,0

660,16.95,20400.85,1.92,24.76956,0

661,15.2,20416.05,2.67,24.37246,0

662,43.05,20459.1,3.1,24.69133,0

663,42.0,20501.1,3.28,24.91482,0

664,67.05,20568.15,2.74,25.65166,0

665,52.55,20620.7,2.28,25.89646,0

666,43.7,20664.4,2.58,25.88705,0

667,55.25,20719.65,2.89,26.13963,0

668,34.85,20754.5,2.45,25.87639,0

669,33.75,20788.25,1.83,25.64762,0

670,37.45,20825.7,4.05,25.55358,0

671,37.05,20862.75,2.19,25.47169,0

672,34.15,20896.9,1.88,25.34298,0

673,22.95,20919.85,1.95,24.99123,0

674,38.65,20958.5,3.15,25.07187,0

675,22.5,20981.0,2.48,24.771,0

676,30.25,21011.25,2.41,24.71219,0

677,39.65,21050.9,2.37,24.87812,0

678,26.0,21076.9,2.58,24.69959,0

679,42.55,21119.45,1.92,24.9336,0

680,40.4,21159.85,2.41,25.06659,0

681,35.9,21195.75,1.8,25.0684,0

682,42.7,21238.45,3.99,25.22281,0

683,3.95,21242.4,2.21,24.47059,0

684,32.15,21274.55,2.17,24.52213,0

685,31.15,21305.7,2.96,24.53957,0

686,48.7,21354.4,3.57,24.94796,0

687,25.75,21380.15,2.65,24.74809,0

688,37.25,21417.4,1.12,24.85194,0

689,38.85,21456.25,2.74,24.96843,0

690,32.4,21488.65,3.62,24.91357,0

691,45.4,21534.05,2.49,25.16357,0

692,56.9,21590.95,2.23,25.61606,0

693,34.15,21625.1,2.58,25.45487,0

694,51.3,21676.4,3.07,25.71582,0

695,49.65,21726.05,2.0,25.88093,0

696,3.15,21729.2,2.37,24.96264,0

697,40.8,21770.0,3.21,25.09809,0

698,36.25,21806.25,2.27,25.10069,0

699,36.1,21842.35,2.22,25.09933,0

700,23.05,21865.4,2.14,24.80465,0

701,67.15,21932.55,2.32,25.56853,0

702,14.9,21947.45,1.54,24.9849,0

703,39.85,21987.3,3.14,25.09397,0

704,41.9,22029.2,3.31,25.22462,0

705,11.95,22041.15,2.91,24.652,0

706,24.3,22065.45,3.39,24.4861,0

707,40.35,22105.8,2.02,24.71865,0

708,38.5,22144.3,2.54,24.85725,0

709,30.9,22175.2,3.12,24.79366,0

710,36.25,22211.45,2.78,24.86476,0

711,31.4,22242.85,1.88,24.81073,0

712,49.65,22292.5,2.59,25.17949,0

713,31.4,22323.9,1.9,25.05465,0

714,53.25,22377.15,3.95,25.44952,0

715,61.25,22438.4,2.56,25.93555,0

716,29.4,22467.8,1.97,25.5956,0

717,18.8,22486.6,3.24,25.09363,0

718,31.4,22518.0,2.75,24.98811,0

719,31.65,22549.65,2.22,24.91196,0

720,57.75,22607.4,2.36,26.79278,0

721,27.1,22634.5,2.9,27.5608,0

722,54.75,22689.25,2.84,28.77814,0

723,26.8,22716.05,1.43,29.0927,0

724,59.15,22775.2,2.83,30.06436,0

725,5.05,22780.25,2.07,29.60014,0

726,18.95,22799.2,2.54,29.55313,0

727,15.4,22814.6,2.37,29.43681,0

728,38.4,22853.0,2.1,29.86417,0

729,27.65,22880.65,2.45,29.9535,0

730,49.45,22930.1,3.74,30.51323,0

731,23.1,22953.2,2.56,30.35414,0

732,41.45,22994.65,2.48,30.64373,0

733,18.55,23013.2,1.87,30.35291,0

734,41.2,23054.4,2.68,30.63714,0

735,37.3,23091.7,2.39,30.76968,0

736,35.05,23126.75,3.45,30.82177,0

737,25.1,23151.85,2.88,30.63826,0

738,58.95,23210.8,2.86,31.25767,0

739,54.0,23264.8,2.42,31.62633,0

740,37.2,23302.0,1.73,31.53405,0

741,55.95,23357.95,1.95,31.88441,0

742,49.3,23407.25,3.27,32.00631,0

743,30.05,23437.3,2.07,31.66765,0

744,14.55,23451.85,1.92,31.05645,0

745,22.7,23474.55,2.08,30.76614,0

746,32.45,23507.0,2.05,30.76052,0

747,29.55,23536.55,2.03,30.69092,0

748,45.15,23581.7,2.14,30.98798,0

749,23.55,23605.25,1.68,30.7322,0

750,30.45,23635.7,2.63,30.68922,0

751,79.7,23715.4,2.84,31.76404,0

752,26.1,23741.5,2.86,31.39102,0

753,20.55,23762.05,2.93,30.97706,0

754,37.25,23799.3,3.75,31.03199,0

755,37.5,23836.8,1.9,31.08018,0

756,36.2,23873.0,1.65,31.08828,0

757,13.55,23886.55,1.32,30.58494,0

758,37.95,23924.5,1.89,30.74384,0

759,42.85,23967.35,2.35,30.97724,0

760,39.35,24006.7,3.91,31.07938,0

761,31.5,24038.2,1.88,30.98191,0

762,39.9,24078.1,2.95,31.09537,0

763,49.65,24127.75,2.93,31.40268,0

764,14.7,24142.45,3.14,30.85447,0

765,50.55,24193.0,3.01,31.23623,0

766,14.1,24207.1,2.18,30.71197,0

767,45.05,24252.15,1.96,31.00204,0

768,43.1,24295.25,3.49,31.18297,0

769,43.2,24338.45,2.04,31.32545,0

770,49.75,24388.2,3.33,31.58324,0

771,53.05,24441.25,2.77,31.85728,0

772,55.1,24496.35,2.74,32.11578,0

773,56.5,24552.85,2.5,32.34762,0

774,33.2,24586.05,3.44,32.00305,0

775,34.05,24620.1,2.53,31.75513,0

776,0.1,24620.2,1.8,30.79912,0

777,39.7,24659.9,2.95,30.94921,0

778,26.45,24686.35,3.2,30.7674,0

779,26.15,24712.5,1.94,30.61975,0

780,45.55,24758.05,2.93,30.94182,0

781,14.55,24772.6,2.44,30.49393,0

782,30.85,24803.45,1.32,30.51356,0

783,40.75,24844.2,2.03,30.75153,0

784,32.45,24876.65,2.5,30.7492,0

785,24.4,24901.05,1.61,30.56627,0

786,34.35,24935.4,1.85,30.64838,0

787,24.9,24960.3,2.84,30.49938,0

788,35.6,24995.9,1.85,30.62466,0

789,30.5,25026.4,2.26,30.60701,0

790,21.05,25047.45,1.85,30.3807,0

791,53.45,25100.9,2.77,30.93431,0

792,41.2,25142.1,2.74,31.08773,0

793,20.3,25162.4,2.51,30.73638,0

794,25.4,25187.8,1.5,30.57884,0

795,13.6,25201.4,1.7,30.19124,0

796,25.05,25226.45,1.86,30.14848,0

797,33.35,25259.8,2.51,30.30209,0

798,64.8,25324.6,3.07,31.12876,0

799,41.3,25365.9,1.55,31.24068,0

800,58.4,25424.3,2.37,31.71217,0

801,25.25,25449.55,2.33,31.3317,0

802,35.95,25485.5,1.98,31.27758,0

803,51.8,25537.3,2.57,31.59227,0

804,27.3,25564.6,2.31,31.2849,0

805,41.6,25606.2,2.22,31.36844,0

806,18.6,25624.8,1.8,30.91568,0

807,70.65,25695.45,3.68,31.73592,0

808,53.4,25748.85,1.77,31.98348,0

809,45.0,25793.85,1.91,31.98634,0

810,32.8,25826.65,2.79,31.71405,0

811,49.05,25875.7,2.12,31.86866,0

812,13.75,25889.45,2.29,31.19423,0

813,24.15,25913.6,3.83,30.90554,0

814,28.05,25941.65,2.24,30.76956,0

815,30.7,25972.35,1.58,30.7238,0

816,68.55,26040.9,2.85,31.53996,0

817,15.7,26056.6,2.1,30.98336,0

818,42.85,26099.45,2.1,31.16287,0

819,27.7,26127.15,1.37,30.96112,0

820,42.4,26169.55,3.26,31.13551,0

821,31.7,26201.25,2.0,31.02991,0

822,34.1,26235.35,2.31,31.00207,0

823,46.05,26281.4,2.92,31.24937,0

824,39.45,26320.85,1.34,31.29253,0

825,61.3,26382.15,3.71,31.8176,0

826,29.55,26411.7,3.12,31.51016,0

827,21.9,26433.6,2.44,31.09976,0

828,46.4,26480.0,2.43,31.33296,0

829,50.05,26530.05,1.97,31.59581,0

830,36.15,26566.2,3.31,31.48677,0

831,27.35,26593.55,1.79,31.20426,0

832,20.55,26614.1,2.07,30.83232,0

833,24.3,26638.4,2.18,30.62844,0

834,38.35,26676.75,2.63,30.78656,0

835,21.7,26698.45,1.7,30.53447,0

836,30.4,26728.85,2.56,30.53486,0

837,23.75,26752.6,1.73,30.38553,0

838,51.7,26804.3,2.53,30.89868,0

839,27.9,26832.2,1.75,30.76087,0

840,37.3,26869.5,2.72,30.86556,0

841,19.4,26888.9,2.34,30.54395,0

842,25.65,26914.55,1.8,30.43533,0

843,27.25,26941.8,2.82,30.38715,0

844,9.7,26951.5,2.12,29.95493,0

845,24.55,26976.05,1.65,29.95409,0

846,60.7,27036.75,3.05,30.76681,0

847,45.6,27082.35,2.32,31.05692,0

848,35.55,27117.9,4.41,31.05563,0

849,40.35,27158.25,2.74,31.16263,0

850,27.25,27185.5,3.08,30.9508,0

851,39.45,27224.95,3.6,31.06114,0

852,46.75,27271.7,2.69,31.3109,0

853,59.9,27331.6,3.5,31.80034,0

854,51.85,27383.45,2.37,31.99853,0

855,66.95,27450.4,2.24,32.49188,0

856,20.15,27470.55,2.8,31.82122,0

857,24.75,27495.3,1.84,31.40496,0

858,33.45,27528.75,1.43,31.27811,0

859,47.0,27575.75,2.83,31.48468,0

860,27.9,27603.65,2.79,31.21502,0

861,43.65,27647.3,2.0,31.36041,0

862,57.8,27705.1,2.15,31.79146,0

863,16.85,27721.95,2.4,31.20414,0

864,68.4,27790.35,2.82,31.90885,0

865,30.3,27820.65,2.77,31.59775,0

866,51.9,27872.55,2.13,31.84265,0

867,56.4,27928.95,2.7,32.1337,0

868,25.05,27954.0,2.48,31.65388,0

869,22.35,27976.35,2.38,31.22127,0

870,56.15,28032.5,2.64,31.6465,0

871,28.1,28060.6,2.35,31.34493,0

872,36.15,28096.75,2.62,31.29234,0

873,27.6,28124.35,1.95,31.0592,0

874,43.05,28167.4,2.15,31.22615,0

875,34.55,28201.95,1.8,31.16428,0

876,21.6,28223.55,3.0,30.82496,0

877,31.25,28254.8,2.41,30.77911,0

878,62.65,28317.45,2.46,31.45008,0

879,9.15,28326.6,2.18,30.76633,0

880,43.4,28370.0,2.46,31.00704,0

881,37.4,28407.4,1.72,31.0586,0

882,17.8,28425.2,1.86,30.65756,0

883,30.8,28456.0,1.93,30.63925,0

884,19.85,28475.85,2.23,30.37868,0

885,2.95,28478.8,1.93,29.7965,0

886,40.9,28519.7,3.52,30.19918,0

887,24.75,28544.45,1.69,30.14788,0

888,50.45,28594.9,2.83,30.68637,0

889,10.7,28605.6,2.17,30.20933,0

890,19.6,28625.2,2.5,30.03987,0

891,41.65,28666.85,2.17,30.40467,0

892,39.25,28706.1,1.79,30.63338,0

893,50.5,28756.6,2.17,31.06376,0

894,37.15,28793.75,3.7,31.09693,0

895,30.05,28823.8,2.46,30.96289,0

896,26.45,28850.25,3.51,30.77801,0

897,26.5,28876.75,3.41,30.63585,0

898,45.05,28921.8,2.76,30.94305,0

899,8.8,28930.6,1.72,30.3655,0

900,32.7,28963.3,3.33,30.45566,0

901,32.35,28995.65,1.63,30.51765,0

902,21.1,29016.75,2.75,30.31257,0

903,20.45,29037.2,2.85,30.13901,0

904,23.05,29060.25,2.18,30.063,0

905,48.35,29108.6,2.05,29.71807,0

906,32.65,29141.25,3.59,29.09749,0

907,23.2,29164.45,2.24,28.40393,0

908,15.0,29179.45,2.18,27.68191,0

909,30.9,29210.35,2.12,27.4801,0

910,25.3,29235.65,1.97,27.19769,0

911,50.2,29285.85,3.24,27.53908,0

912,26.75,29312.6,2.62,27.27603,0

913,48.0,29360.6,3.2,27.55029,0

914,36.1,29396.7,1.95,27.49509,0

915,26.35,29423.05,2.28,27.23294,0

916,54.15,29477.2,2.83,27.65527,0

917,36.65,29513.85,3.07,27.58883,0

918,19.15,29533.0,2.35,27.14359,0

919,46.4,29579.4,2.69,27.41165,0

920,41.45,29620.85,2.1,27.50802,0

921,40.65,29661.5,1.99,27.56471,0

922,30.45,29691.95,2.93,27.37914,0

923,22.25,29714.2,2.08,27.05083,0

924,51.7,29765.9,1.66,27.45901,0

925,31.55,29797.45,2.43,27.32198,0

926,32.55,29830.0,3.04,27.23827,0

927,32.15,29862.15,3.39,27.16441,0

928,9.65,29871.8,2.97,26.60091,0

929,28.35,29900.15,2.38,26.58495,0

930,39.2,29939.35,2.11,26.8167,0

931,38.7,29978.05,2.39,26.98506,0

932,30.2,30008.25,3.12,26.92429,0

933,31.15,30039.4,2.38,26.89857,0

934,22.5,30061.9,2.63,26.68401,0

935,17.85,30079.75,2.8,26.4131,0

936,10.6,30090.35,2.76,26.04002,0

937,22.6,30112.95,1.95,26.02088,0

938,44.0,30156.95,2.81,26.48755,0

939,28.05,30185.0,2.55,26.49035,0

940,55.05,30240.05,2.46,27.10001,0

941,43.1,30283.15,3.12,27.30363,0

942,13.6,30296.75,2.07,26.79768,0

943,13.25,30310.0,3.34,26.39769,0

944,25.25,30335.25,2.75,26.35771,0

945,60.75,30396.0,2.81,27.12547,0

946,44.8,30440.8,2.06,27.3616,0

947,34.35,30475.15,2.1,27.30949,0

948,18.3,30493.45,1.41,26.90797,0

949,20.75,30514.2,1.51,26.65192,0

950,19.0,30533.2,3.12,26.41411,0

951,17.8,30551.0,1.73,26.2028,0

952,76.1,30627.1,3.1,27.35079,0

953,29.4,30656.5,2.22,27.18973,0

954,37.35,30693.85,1.29,27.24378,0

955,33.05,30726.9,2.78,27.18892,0

956,28.0,30754.9,2.43,27.03278,0

957,31.6,30786.5,1.99,26.99278,0

958,31.35,30817.85,2.28,26.95614,0

959,32.5,30850.35,2.38,26.95363,0

960,44.9,30895.25,1.47,27.23068,0

961,30.2,30925.45,2.71,27.11465,0

962,27.95,30953.4,2.35,26.97409,0

963,16.55,30969.95,2.22,26.60867,0

964,26.8,30996.75,2.67,26.55608,0

965,11.2,31007.95,2.18,26.16433,0

966,26.8,31034.75,2.82,26.21173,0

967,11.4,31046.15,2.09,25.90196,0

968,25.75,31071.9,1.75,25.98476,0

969,33.45,31105.35,3.85,26.22218,0

970,30.15,31135.5,3.25,26.33193,0

971,43.5,31179.0,2.14,26.71737,0

972,17.55,31196.55,3.64,26.4322,0

973,64.25,31260.8,3.0,27.26195,0

974,40.0,31300.8,1.4,27.35938,0

975,37.7,31338.5,2.89,27.38314,0

976,48.5,31387.0,3.59,27.64455,0

977,29.6,31416.6,1.83,27.42189,0

978,33.55,31450.15,2.15,27.33821,0

979,35.05,31485.2,2.6,27.30711,0

980,3.0,31488.2,2.05,26.56188,0

981,47.7,31535.9,2.5,26.99007,0

982,59.05,31594.95,2.92,27.5773,0

983,57.75,31652.7,2.63,28.00315,0

984,64.05,31716.75,2.95,28.47493,0

985,29.65,31746.4,2.74,28.06657,0

986,8.85,31755.25,1.41,27.28208,0

987,50.45,31805.7,3.18,27.61011,0

988,8.45,31814.15,2.08,26.91933,0

989,19.15,31833.3,3.13,26.62472,0

990,36.25,31869.55,2.97,26.78115,0

991,31.05,31900.6,2.21,26.78539,0

992,10.9,31911.5,2.04,26.33529,0

993,26.2,31937.7,4.22,26.33072,0

994,41.1,31978.8,3.1,26.66243,0

995,41.3,32020.1,2.9,26.924,0

996,27.25,32047.35,3.51,26.81059,0

997,20.7,32068.05,2.31,26.57533,0

998,40.2,32108.25,2.76,26.83175,0

999,26.1,32134.35,2.83,26.71322,0

1000,6.55,32140.9,2.32,26.18149,0

1001,44.85,32185.75,2.32,26.63115,0

1002,13.45,32199.2,3.06,26.27313,0

1003,77.45,32276.65,3.08,27.43567,0

1004,44.25,32320.9,2.6,27.58964,0

1005,28.1,32349.0,2.99,27.34559,0

1006,22.35,32371.35,2.1,27.02707,0

1007,26.85,32398.2,2.89,26.88147,0

1008,28.75,32426.95,2.4,26.81139,0

1009,19.65,32446.6,2.51,26.55232,0

1010,28.1,32474.7,3.15,26.54166,0

1011,54.45,32529.15,3.32,27.12628,0

1012,36.55,32565.7,2.48,27.17661,0

1013,29.4,32595.1,2.59,27.05474,0

1014,67.55,32662.65,3.16,27.81867,0

1015,20.6,32683.25,1.22,27.35434,0

1016,14.3,32697.55,1.83,26.85273,0

1017,65.7,32763.25,2.19,27.62048,0

1018,38.4,32801.65,3.15,27.60124,0

1019,34.55,32836.2,2.58,27.49971,0

1020,56.55,32892.75,3.25,27.91602,0

1021,53.75,32946.5,2.28,28.17565,0

1022,19.95,32966.45,3.09,27.61638,0

1023,16.85,32983.3,2.31,27.11318,0

1024,41.15,33024.45,1.85,27.26996,0

1025,16.3,33040.75,2.03,26.83234,0

1026,26.4,33067.15,3.76,26.72043,0

1027,23.5,33090.65,2.58,26.56845,0

1028,18.3,33108.95,1.91,26.33367,0

1029,42.3,33151.25,3.3,26.69171,0

1030,17.7,33168.95,2.13,26.41569,0

1031,36.2,33205.15,1.96,26.61803,0

1032,27.9,33233.05,2.95,26.58809,0

1033,43.2,33276.25,2.4,26.90914,0

1034,35.2,33311.45,1.76,26.97795,0

1035,56.4,33367.85,2.45,27.50828,0

1036,15.0,33382.85,1.81,26.98779,0

1037,27.65,33410.5,2.22,26.86903,0

1038,45.55,33456.05,3.04,27.17974,0

1039,22.95,33479.0,1.95,26.91204,0

1040,35.35,33514.35,2.66,26.98357,0

1041,22.65,33537.0,2.12,26.75326,0

1042,37.1,33574.1,3.85,26.8999,0

1043,27.8,33601.9,2.95,26.80429,0

1044,14.7,33616.6,2.88,26.43544,0

1045,49.2,33665.8,2.78,26.92584,0

1046,15.95,33681.75,2.04,26.55777,0

1047,31.7,33713.45,2.08,26.62689,0

1048,30.0,33743.45,2.58,26.6422,0

1049,43.1,33786.55,2.45,26.94883,0

1050,15.0,33801.55,2.61,26.55421,0

1051,37.8,33839.35,3.47,26.76138,0

1052,63.15,33902.5,3.46,27.49231,0

1053,66.4,33968.9,3.46,28.13191,0

1054,52.05,34020.95,2.63,28.30472,0

1055,41.0,34061.95,1.95,28.19003,0

1056,21.5,34083.45,2.56,27.66239,0

1057,21.75,34105.2,3.19,27.2591,0

1058,24.7,34129.9,1.53,27.01292,0

1059,60.75,34190.65,3.29,27.63325,0

1060,8.8,34199.45,1.92,26.94514,0

1061,30.65,34230.1,1.54,26.90348,0

1062,43.95,34274.05,1.63,27.17044,0

1063,44.2,34318.25,3.64,27.38296,0

1064,20.25,34338.5,1.42,27.00878,0

1065,49.1,34387.6,3.51,27.36793,0

1066,39.6,34427.2,3.37,27.43251,0

1067,62.1,34489.3,3.03,27.98881,0

1068,31.7,34521.0,2.61,27.73595,0

1069,26.85,34547.85,3.78,27.43085,0

1070,51.6,34599.45,2.99,27.75128,0

1071,56.4,34655.85,2.96,28.10761,0

1072,23.8,34679.65,3.39,27.65027,0

1073,35.45,34715.1,3.18,27.55795,0

1074,28.8,34743.9,3.11,27.33678,0

1075,25.3,34769.2,3.42,27.08662,0

1076,49.4,34818.6,2.1,27.435,0

1077,12.1,34830.7,2.31,26.86574,0

1078,20.55,34851.25,2.63,26.61469,0

1079,48.8,34900.05,2.81,27.05576,0

1080,42.65,34942.7,3.2,27.2592,0

1081,65.05,35007.75,4.06,27.92088,0

1082,12.35,35020.1,2.9,27.24792,0

1083,34.95,35055.05,3.55,27.23488,0

1084,18.2,35073.25,2.84,26.8479,0

1085,34.6,35107.85,4.5,26.91699,0

1086,30.3,35138.15,2.22,26.87379,0

1087,49.05,35187.2,2.11,27.26218,0

1088,50.5,35237.7,3.04,27.59581,0

1089,19.45,35257.15,3.9,27.15574,0

1090,36.15,35293.3,1.91,27.19044,0

1091,29.1,35322.4,3.71,27.05871,0

1092,59.45,35381.85,2.53,27.63949,0

1093,39.45,35421.3,3.21,27.6396,0

1094,34.45,35455.75,3.92,27.52718,0

1095,35.3,35491.05,2.05,27.45919,0

1096,9.35,35500.4,2.41,26.82261,0

1097,55.15,35555.55,1.74,27.35977,0

1098,26.95,35582.5,2.24,27.14156,0

1099,35.05,35617.55,2.33,27.1547,0

1100,29.3,35646.85,2.82,27.03551,0

1101,37.25,35684.1,2.03,27.12202,0

1102,59.3,35743.4,2.27,27.68518,0

1103,36.6,35780.0,3.84,27.61088,0

1104,16.15,35796.15,1.57,27.09318,0

1105,38.1,35834.25,3.16,27.18583,0

1106,14.3,35848.55,1.94,26.72214,0

1107,27.1,35875.65,2.18,26.65077,0

1108,13.6,35889.25,1.81,26.29172,0

1109,19.5,35908.75,1.78,26.34489,0

1110,59.3,35968.05,3.91,27.28159,0

1111,43.4,36011.45,2.47,27.64979,0

1112,57.3,36068.75,3.68,28.24789,0

1113,27.9,36096.65,1.09,28.04992,0

1114,43.35,36140.0,3.05,28.24412,0

1115,53.55,36193.55,3.56,28.62412,0

1116,13.45,36207.0,2.26,28.01637,0

1117,43.3,36250.3,2.27,28.21699,0

1118,19.55,36269.85,2.03,27.8381,0

1119,57.0,36326.85,3.42,28.38708,0

1120,26.15,36353.0,3.7,28.11842,0

1121,42.25,36395.25,2.45,28.27245,0

1122,38.55,36433.8,3.66,28.30858,0

1123,27.45,36461.25,3.33,28.08683,0

1124,18.65,36479.9,3.11,27.71697,0

1125,27.35,36507.25,3.78,27.62608,0

1126,30.3,36537.55,3.45,27.62202,0

1127,22.05,36559.6,1.66,27.43325,0

1128,22.8,36582.4,3.44,27.30382,0

1129,61.4,36643.8,3.52,28.07202,0

1130,25.2,36669.0,3.36,27.85287,0

1131,47.75,36716.75,3.49,28.1904,0

1132,27.4,36744.15,2.51,27.99412,0

1133,32.6,36776.75,1.72,27.959,0

1134,62.45,36839.2,2.71,28.6034,0

1135,44.1,36883.3,2.99,28.68994,0

1136,47.35,36930.65,3.03,28.83013,0

1137,51.8,36982.45,4.02,29.03891,0

1138,60.85,37043.3,2.78,29.40433,0

1139,57.9,37101.2,3.21,29.62116,0

1140,22.7,37123.9,2.79,28.99721,0

1141,55.5,37179.4,2.79,29.25164,0

1142,37.25,37216.65,3.92,29.0382,0

1143,32.85,37249.5,2.08,28.77379,0

1144,41.45,37290.95,3.27,28.76236,0

1145,17.95,37308.9,3.13,28.22476,0

1146,28.05,37336.95,2.85,28.03537,0

1147,29.8,37366.75,2.27,27.92797,0

1148,36.05,37402.8,2.42,27.98535,0

1149,11.2,37414.0,1.29,27.4707,0

1150,21.75,37435.75,4.05,27.30923,0

1151,29.25,37465.0,2.77,27.35283,0

1152,44.8,37509.8,3.23,27.7365,0

1153,37.2,37547.0,4.2,27.86284,0

1154,29.5,37576.5,1.17,28.20451,0

1155,25.55,37602.05,2.05,28.38043,0

1156,49.15,37651.2,4.24,29.04777,0

1157,32.6,37683.8,2.1,29.19258,0

1158,34.8,37718.6,2.64,29.35431,0

1159,54.05,37772.65,3.1,29.91277,0

1160,13.25,37785.9,3.28,29.42758,0

1161,11.85,37797.75,2.78,29.02006,0

1162,37.2,37834.95,2.48,29.27461,0

1163,26.3,37861.25,2.98,30.66298,0

1164,22.85,37884.1,3.18,30.9478,0

1165,50.15,37934.25,2.21,30.88463,0
1166,7.7,37941.95,3.43,30.71956,0
1167,13.75,37955.7,2.86,30.59947,0
1168,30.9,37986.6,3.3,30.31916,0
1169,36.85,38023.45,2.34,30.19137,0
1170,12.0,38035.45,2.33,30.09055,0
1171,27.35,38062.8,2.8,30.10467,0
1172,10.75,38073.55,2.69,30.11262,0
1173,26.5,38100.05,3.11,30.18109,0
1174,33.9,38133.95,3.24,30.23073,0
1175,51.9,38185.85,3.59,30.30043,0
1176,29.9,38215.75,2.85,30.40443,0
1177,14.5,38230.25,3.04,30.34478,0
1178,29.0,38259.25,2.57,30.36401,0
1179,23.2,38282.45,2.36,30.04708,0
1180,24.95,38307.4,2.39,30.15933,0
1181,12.25,38319.65,1.68,30.09637,0
1182,18.2,38337.85,2.1,30.1955,0
1183,31.15,38369.0,2.43,30.15215,0
1184,28.75,38397.75,2.06,30.25369,0
1185,23.5,38421.25,2.8,30.2364,0
1186,22.15,38443.4,2.63,30.17598,0
1187,26.8,38470.2,4.02,30.18276,0
1188,10.55,38480.75,1.8,30.25088,0
1189,19.9,38500.65,3.13,30.20854,0
1190,9.25,38509.9,2.16,30.25378,0
1191,32.2,38542.1,2.96,30.26419,0
1192,15.45,38557.55,3.47,30.23607,0
1193,17.85,38575.4,2.52,30.25524,0
1194,4.85,38580.25,1.88,30.26232,0
1195,25.55,38605.8,2.53,30.24245,0
1196,23.15,38628.95,3.05,30.22611,0
1197,8.3,38637.25,2.76,30.24271,0
1198,14.75,38652.0,1.57,30.25367,0
1199,23.7,38675.7,2.86,30.26857,0
1200,15.0,38690.7,3.22,30.26649,0
1201,11.35,38702.05,2.3,30.28512,0
1202,15.4,38717.45,2.4,30.31586,0
1203,3.65,38721.1,2.07,30.30323,0
1204,42.95,38764.05,2.6,30.31379,0
1205,10.8,38774.85,3.41,30.31499,0
1206,16.6,38791.45,3.21,30.32817,0
1207,8.25,38799.7,1.67,30.3029,0
1208,18.35,38818.05,3.29,30.30176,0
1209,16.7,38834.75,2.26,30.29927,0
1210,7.7,38842.45,2.27,30.288,0
1211,15.9,38858.35,2.4,30.30846,0
1212,26.2,38884.55,2.87,30.36239,0
1213,9.45,38894.0,3.1,30.37777,0
1214,25.4,38919.4,2.8,30.3681,0
1215,17.45,38936.85,3.49,30.34598,0
1216,9.6,38946.45,2.52,30.3452,0
1217,13.8,38960.25,2.46,30.34436,0
1218,17.6,38977.85,2.93,30.37145,0
1219,9.15,38987.0,2.34,30.37948,0
1220,14.15,39001.15,2.89,30.38058,0
1221,8.9,39010.05,2.6,30.37272,0
1222,5.6,39015.65,2.9,30.418,0
1223,14.9,39030.55,3.33,30.43412,0
1224,5.2,39035.75,2.64,30.43929,0
